split,row_id,content_id,alt_source_selected_index,qwen_source_selected_index,agree,answer_index,alt_source_correct,qwen_source_correct
validation,NYSEDREGENTS_2014_4_4,0b52e1c36e8fb9d28bfbaa025c9f2af2f0e786e593e4a8207bba246fb4482350,0,1,False,0,True,False
validation,MCAS_8_2015_11,3c5ffc6287fa69b83c927cce5451036bdcf8293bf962aaa8899418c0dac1e140,0,1,False,0,True,False
validation,Mercury_7183733,cf7fe80d58cfd5019b9e089e800db237dd1bb4987854251fb5b917ab6a0744b0,1,3,False,1,True,False
validation,MDSA_2010_5_18,928c83f995954904e37c4914656bae7a364f4f33fdfaa4799a0d10e5bd866517,3,0,False,3,True,False
validation,LEAP__7_10354,242ed806399a4033a9702853ff186241885fdf39f48c9c7d06ea4ea3024ab9a0,0,3,False,3,False,True
validation,Mercury_7282608,6d5e78bae464ab60c6c32f24bba5baea02cf988ca021ffa75ab8d50ca47928f6,2,1,False,2,True,False
validation,Mercury_7071365,1c8f129bc97dc47fb2acaf006fab357e0c4293b92788e5eadf614749941f4010,1,1,True,3,False,False
validation,Mercury_SC_407169,625662c0fa287c2e4cbbdef454c89065f3161be815ed69d6f51d2915f89d2e79,0,3,False,3,False,True
validation,ACTAAP_2007_7_5,98a082199ad5375c5a349ecf6d4442ce6a569546562bff656fa782e10d01bf4c,1,1,True,1,True,True
validation,Mercury_7207358,3536f0593488874a404496fe2ef30360ffabdf8720f7e03f45b980c5f0d6c32d,0,0,True,2,False,False
validation,Mercury_7245893,4f6e7481cd0500e9aa7f379f1e971a5cf94faa0580083c2f429680e92a0dff2c,3,1,False,1,False,True
validation,Mercury_7223038,9a2bbabeeddb1ab0a1a88eb7a45f5dc743b1f4da57578059cc054a7898467a46,0,0,True,2,False,False
validation,Mercury_SC_415541,ff8f9d85a052e50f82f5b5e7e843d62d1db6a2d8736f8aeacdb8835e0f9eac81,3,3,True,3,True,True
validation,Mercury_7236023,00489dbd9396a355702d131d02effdb8454e1bf767c030a2a42f875e51f65d03,1,1,True,1,True,True
validation,Mercury_417146,c9145349bba6aaa1e8b025d82b3eaa91c00eff508e0955ce0a786cf46f827377,1,1,True,0,False,False
validation,Mercury_7128695,171a29b79dde9b74fbb69e3295de306e05a764cad52b0bc76519e9898c510687,2,2,True,2,True,True
validation,Mercury_7270008,62ff1a7ca650e62dc18dc0d8999be99746b5ac0cf73457317de2a45b0f80780f,3,1,False,2,False,False
validation,Mercury_7242743,1914359e589d132c8ef4fd876bb6716d600a82c426ff57dcf6e39fede4df9051,0,0,True,3,False,False
validation,Mercury_SC_400655,2dcc6462e1d3e927c81dcea47bc74196ee1922edb5ee67f11ef6554bda4013dc,0,0,True,0,True,True
validation,Mercury_7100695,eec110f2f8df525791cc4146f8409533d6a0fb6152ae077b167e3a3fe61be365,3,3,True,3,True,True
validation,MSA_2013_8_3,14358e1d89d9b1db66c9297be14c266d4fab9fed95b887c612e55b25220de69d,3,1,False,3,True,False
validation,NYSEDREGENTS_2014_4_19,74d2e042f141f6c35d8be3aea875bff1d55b509f3beec711023d756a752c7494,2,2,True,1,False,False
validation,MCAS_2013_8_29432,fbf4274da8f606d5a4525e3e8e469951a79e9eaf7acb1afc70e068b16c919823,1,1,True,1,True,True
validation,Mercury_7042700,b31ae28bd77387a16bf685e005147c3256de9e35245c093bfb9e48951c0f9262,2,0,False,3,False,False
validation,Mercury_7201705,d9d2d9c67747b4f8ed43f675e4f0862397e10e5156ef760a7d89d845f7453ac9,0,0,True,0,True,True
validation,MCAS_1998_8_13,b98249ffcc5f41b1049cc2562b748be7ddea0e8319471dadc01b1ab5702dc40d,0,0,True,3,False,False
validation,Mercury_7138513,03cc185c61da2920206b179e7e1211d09018df6d19121266df0716efd71c6364,0,3,False,0,True,False
validation,Mercury_SC_401663,fe5a67ebdb5a26d9b13489176eb5293617f05d8fc62f5525af50bfa5a65b068f,0,0,True,1,False,False
validation,NCEOGA_2013_8_4,3ee076d0edc306066971ab55f4a01e5ba3732700d007678bd049c3a64a622114,1,1,True,3,False,False
validation,Mercury_7235813,1d7ff03bbe2bf696f5fa3ce3622479257ea9435383824e69f7f0b1aec2ced776,1,1,True,3,False,False
validation,Mercury_7011270,fd555ad8fe9fa067a172fb8a5178f0e8a0c589d47aa80c129ef275fb8b9c02e8,3,1,False,1,False,True
validation,Mercury_7228603,cc5ecd5ccfca4a275d2bf1c0fb258e77ebf6474dfad40e087db8a9b9f651dd12,2,3,False,2,True,False
validation,Mercury_SC_400339,a0458c2118891ed973f62ad3ee30e7c4068c5a3fd33b4ac31bf29ef642694e97,1,3,False,2,False,False
validation,Mercury_SC_406705,985a8d82f5042669866856c9595006a6f17dc4f93c076e1b9612e1c139fd7d5a,2,2,True,1,False,False
validation,MCAS_2010_5_11998,2caa9a36a63445c62b13208c3ca597425226af7b644048a65c0d4ad53fd1ae1a,0,2,False,0,True,False
validation,Mercury_7029505,b6e0423638f36087ac512b6a3a2affb24e58d1711cfd422477fde9210597cf5e,0,0,True,2,False,False
validation,Mercury_SC_401286,cc019af9d90f1d60635d43b32e7467331d426b66d512a67e2b417b6bfad0a769,3,3,True,1,False,False
validation,Mercury_7120908,423e363971b0cdd53c5ff6906e223b2b7cfe4a207fb6d0e87ccdb1ddf3e1ab51,1,1,True,3,False,False
validation,MCAS_2010_8_12010,fb9148fca22324d3af9e1735dce794c6e336ea2c72a73588ba19043f158f612c,2,3,False,2,True,False
validation,Mercury_7008138,8e06f9470f714f3680ec8c8ded1d723961995f359b0f05598ec1ccfa5d504ac8,1,1,True,1,True,True
validation,Mercury_7018148,b4aac5b62885833ca37f399011fcf9914b83456739a1af5601bd16865436844d,3,1,False,1,False,True
validation,MCAS_2004_8_28,e33c49d9f2884298d8779edff1fad58311662748b15ea4e46f253114f841f4b6,0,3,False,0,True,False
validation,Mercury_176015,12169780b522f138fd66845f86f756358839c3f7ce87ab8f9449c9d2fd1a04f8,0,3,False,3,False,True
validation,Mercury_7189035,cceab09fa1d84879b6767a1ce3827312d799e3ced432be9455889046d267d951,2,2,True,3,False,False
validation,Mercury_7207410,1eccf8ce9b098b7da596da1645223bfdf01d6a1ddc6d1fb73eee6114be63fd96,2,2,True,2,True,True
validation,Mercury_7233678,77cb240f08e367046b416b013f52ba1d2b5a033b3cc3ce1d518b005563f90b5b,3,3,True,0,False,False
validation,Mercury_SC_402101,f33ecb46ac9ad8d1c087953a5f7102044a6ef4f5ed4633047ac7f74cce751aa0,1,1,True,3,False,False
validation,Mercury_SC_402104,644c2362f978236394ebade62ec4e1336c57277f2635c06bab0c6fb0d34abbb1,0,0,True,3,False,False
validation,Mercury_7183015,4a88c50ff293b3b266e28466e0c626cc6b040583f006eddd2c0cb45b50b92c19,1,3,False,0,False,False
validation,Mercury_7238963,2fd073ac2ba94c004482d288decf7b89ce2e54e4b90d509a4faea994af553b1f,0,0,True,0,True,True
validation,NYSEDREGENTS_2014_4_14,bf548f13deab0ae9b452c096818ef8ef6dec5eeac1c209a7b81add9a9912cdf0,1,2,False,0,False,False
validation,Mercury_7004410,0b50efee853d25210c82a421e6106b0bfb2ba4642fb2989ab800d766eb191108,1,1,True,1,True,True
validation,Mercury_SC_406939,03075f4f6d5c0dabc0a8f611ffe825639d63f46b473cf0483073d025cdcc6ccc,3,0,False,2,False,False
validation,Mercury_7270200,80f2cd1a979d371e005b3ee66ccdc2ec273b78f750c7458cea5789ff41e24275,0,0,True,0,True,True
validation,NYSEDREGENTS_2014_8_20,daeaef773bff477fd0db60d3dfa389a40e133387fd4dfbdc6571e8fec5e0579d,1,1,True,1,True,True
validation,Mercury_7135310,b9a6f5b544c13d850e3df33c52314bd89d9f6c9318ebd283570855854bc49fe9,0,0,True,2,False,False
validation,Mercury_400885,5929ca53a4f72eef91d3a51bbeafecbb650fc9ffcae4ec93803c7006df0c9e94,3,3,True,3,True,True
validation,Mercury_412551,ea99a813b5cf7d2a2916cead9d2cbe51b719206899ed92905ac6db26bf7a39b9,3,3,True,3,True,True
validation,Mercury_7193043,ab290550867ba5aec0d1eb3f354dea83816a4f6b4eb3a9321874f0b27a0fd965,1,1,True,1,True,True
validation,Mercury_7181685,99f8ced1f57e1f4ab16eeed613eb1a86d44209ba8aaa2b46304da5d20d5a2405,2,2,True,0,False,False
validation,LEAP_2006_8_10412,ba943ea9d40112f157484ead1a159c907676205a86e4839fef0958bbe9df25f8,1,2,False,1,True,False
validation,Mercury_7215180,987ac2e4bbbf9d06f9d8466521fbdca8718c0805ad4d1cc9e411e9a1304aef15,0,2,False,2,False,True
validation,NYSEDREGENTS_2014_8_38,ce637e9ce695b9b10a6525dc9b074c13da1cf29396b0a265b92b2bcaf1f1f540,0,0,True,0,True,True
validation,Mercury_7145513,e76a5a1025880f9a6a6856f5b87b80749d5e7a94860e76c37212a2f60040e0ea,2,2,True,1,False,False
validation,MEA_2010_8_11,3c11c096ee0d85b2aa9aa49a3df5d279a632eae03bff23750f42b4adaa77ab60,0,2,False,0,True,False
validation,Mercury_7241115,c721c43167a72aaab1162aa857799f920e26b10024cdd2e69e0901c61513071f,0,0,True,2,False,False
validation,NYSEDREGENTS_2014_4_17,30d00ece9d08d2e18f459af7aee993dcd2c1c0d2acc16fb2b9988b8a7afa1f71,2,2,True,2,True,True
validation,NYSEDREGENTS_2014_4_13,c7e3ab9902814f85f84ebc12ede7b03d28486e419438db921c4d200c7bae2565,1,1,True,1,True,True
validation,Mercury_7033653,92e7216103a876de1580c43715065eb673c957ca7a6ce1e08a3366791cee14b9,2,2,True,2,True,True
validation,AKDE&ED_2008_8_44,1ccc0fa764d42d3bea7f36cb7cd1a8fb6cb58cb72911070f217a971421118def,3,3,True,0,False,False
validation,Mercury_SC_415026,d67d00839b76cedbcb61477f7ca3aed3f5804427db1dbda9c843d94d53ca934b,1,1,True,2,False,False
validation,Mercury_7219415,509ba523121f9098c6f52b1b932fcb7d47a5d76726380d160b22b472024bfe9b,0,0,True,2,False,False
validation,Mercury_400934,a9b2cc0cd3bd5d4d15166968cd541cbbf796e28bf9a935c37bbb656c839329fb,2,2,True,2,True,True
validation,Mercury_7139493,46a96c43ad06cecdb516845d27e5fc65f1b96983913eefae2f0362f53b1748ef,1,0,False,1,True,False
validation,Mercury_7032340,8d994bdd4a899a8d2acb0bb714e8f70392f17bc7ce76bb5f9520846f9af21c90,1,1,True,3,False,False
validation,MEAP_2005_5_1,ac70233cde0fb2c6e9b508bf8e4a5f868d3ef737f173bea9e244ea186071eb9c,2,2,True,2,True,True
validation,ACTAAP_2007_7_25,9aaae07bac3b35610f395245dc2386347943f638b494eb026427a500f54cf506,2,2,True,0,False,False
validation,Mercury_SC_415348,d66b40347701fa830e25dd18a9910b1030f4a824c752a5bccf9fc9eab840ecd4,2,0,False,3,False,False
validation,Mercury_7171938,ec1d19dfa6c22fc1c001b4017c4ce6a7727277671e81644536634041e99c7c24,1,1,True,3,False,False
validation,NYSEDREGENTS_2014_4_1,293cb13a47fa20ea74de9c8ff30a7568725a99506d508b34f6aade6ec098921b,0,0,True,1,False,False
validation,Mercury_7185133,2a160d062be960d037e4acf49b912c5b392450b882125caf1e467946f037f7e9,3,0,False,0,False,True
validation,Mercury_SC_411306,2296c2964bdfd9216a68f0a1a6fb97aebd935e4db25b48a7ae5c7da8e714a2f7,3,1,False,3,True,False
validation,Mercury_SC_LBS10666,632fecac2fb36ba862e41b187430f0211de244f4a92cbe1c05e63d8dce45cb2a,0,0,True,1,False,False
validation,Mercury_SC_401294,c9c3a6e777a0b344bd875541ebfd9b0428b5f57a7b2c3e65ab83b5d7f21e63a2,1,2,False,1,True,False
validation,MCAS_2005_5_21,05b69c488bfe2660a37963ed1038ac1bffd5516526c64edaf07534aadea961b5,3,3,True,3,True,True
validation,MCAS_2004_9_13,96dfe58ce8bdb72e20e2eb2878c0b2e47eb3169510d5d52772ca43d00525e856,0,0,True,3,False,False
validation,Mercury_7251685,d44b014665bc7785c46d6e9f64809b9a64158011f91af6259c9f9fce04d188d6,1,1,True,1,True,True
validation,MDSA_2011_5_20,33d9087aa84d9e7b9092d65e03c5f0ba3e3ff56f09f01cb79d6829e056de23a5,3,0,False,3,True,False
validation,MCAS_2006_5_29,67429478a77eeb20d1dd2d63a84915dd221a538c0c2d6a2b9dd8df7ed5894957,3,3,True,3,True,True
validation,VASoL_2008_5_19,44fbae7e6ffbe029c0daefbc0f9604aaff22e1b05b14c4338cacc69d6e566aaa,2,2,True,3,False,False
validation,Mercury_7246348,bd671c870520ba501209681e7324af6392fe2326597adc0bdf90de16795efb22,3,3,True,0,False,False
validation,MCAS_2006_9_33,4858fac4ad7959d330f63a382cadf67d26e4e2f18889a0d5369286ee8d12eba8,3,3,True,3,True,True
validation,Mercury_SC_LBS10598,50d27025313189201fb971fe0a222696684e90e51577cd720ced8a4ab025361e,0,3,False,0,True,False
validation,MDSA_2008_5_24,9fc5192318e9e8d2116460022ffbfefcea91b6e78590c57bacfac187653766b2,2,2,True,2,True,True
validation,Mercury_7141400,ba896e90f2f1b00bbc583bde89d93b825afa727c8ef8063a4db6a6b39cafa1e5,0,0,True,0,True,True
validation,Mercury_SC_415366,3a8f7d959c3a6ab9ffce7891f400953e4746eb9242ac82e773bd2d2c62acfe07,2,2,True,1,False,False
validation,Mercury_408809,04eb475cd55ed9c0439d088f2b7cc59136b789b8f74d9db639b390224e56dd9d,3,3,True,2,False,False
validation,MDSA_2007_5_39,8880c3ebd99c0462a74a8458d96ba44e23c67c7a3e6992a55823e959fd93ee0c,2,1,False,3,False,False
validation,Mercury_7164850,339b3a099720e61242c5889441ca7f551b1a10cc6a62aeee75381b8214bb8883,2,2,True,0,False,False
validation,MCAS_2006_9_31-v1,fb1961c39c25061031ca9d9389fc30093860dfadcb6c6764c9e798f7e34ca357,0,0,True,2,False,False
validation,MCAS_2002_5_6,9e36df1cf68c8d0c8ad3be99c9ae8eb439d760de9555d3bf072d17b26080bb13,2,2,True,3,False,False
validation,MEA_2016_5_6,ecb6a90599e9d55d6d3b3fee3d331d4b7604c0ca3dfed808df3f8782a24b79ab,1,2,False,2,False,True
validation,Mercury_180058,1cbe1b636028f06a5102459826ef1d10cfaeacbeeb5b1248227aa2e9c3853eab,0,0,True,0,True,True
validation,Mercury_7133858,e4e1aa8ed2fc31d93fc6c8e02f8280107c0d8b9d1e494518a1236340792a3249,0,0,True,1,False,False
validation,Mercury_7130603,cdaebffc2203b4f45f7cb13c46af0e1c98eef1e148ad913e5b33bc711b1b82bf,2,2,True,2,True,True
validation,Mercury_7018008,8c6b59d2c4a634b2551540dfceca0d4cf66b5e6cd987484ee03c2011382ef999,2,2,True,0,False,False
validation,AIMS_2009_4_29,5f14e4010ee428dc4af78ff9a31f91b4a11a710206e590e2b0b9f52f4c6ff865,0,0,True,3,False,False
validation,Mercury_189490,90953b8521b1b193881f059ceb08b442dbd72759f91b20890dc2a39be25de726,0,0,True,0,True,True
validation,Mercury_7138688,2dd05f12391adadd7d5471dbdb0c94eea36b438427dd5d9bc7538e3c499d4606,1,1,True,3,False,False
validation,Mercury_409529,42610340deaf43cd96bc5160df4ed2ee437997208bd4c6a29597655a0085556e,3,3,True,1,False,False
validation,Mercury_7092295,3d5625a919b4521f9072b3fe03b3968be4276a437f8b39fbe6968755be2ad4c5,1,2,False,2,False,True
validation,Mercury_7044678,e53fbde73ee9626a851c25f5f6dc83c3959586a3c40c4259a2ae6faaa93b607c,0,0,True,0,True,True
validation,MCAS_1998_4_8,b64195c3558a02386e213969972854cffd91b070f9ed19868e0688f9fb50f5e8,0,0,True,1,False,False
validation,LEAP_2004_8_10397,1074b35423733e0f3cd5bae97c74a0484066ae88bbebf4fa9e07f2079a013955,1,1,True,1,True,True
validation,Mercury_7112753,e88763665b22ebcad7a5c35c8ba067c29be72594b35ed626774fea881ba4e03a,2,2,True,1,False,False
validation,Mercury_7097318,1240af00867bebfe5d37a52ce21cc269d831d86fb2d0b3687379f9a7276ab13a,0,2,False,3,False,False
validation,Mercury_7158673,18560ee9e0613ce020ff93300ee9de3b4a573f2e6565bfc8e9da32b67c52ebcf,1,1,True,3,False,False
validation,Mercury_7038273,9a3d0c7c2f63f62e88ce939fd597781c922a2ce251ca93ffedadf5a5a65b47ce,0,0,True,0,True,True
validation,ACTAAP_2010_5_10,a9a0c579c05e662baf7c30d09ca5187a5d1d3aa4702a623e13216e06edb519a2,2,2,True,0,False,False
validation,VASoL_2008_5_28,3430c890f5fee2c6ee37b52fd8691fc4c492941b3ebb646a0ae8f3f7a9d85e7b,2,0,False,2,True,False
validation,Mercury_177818,a663c9dd43b316081f379a10b97c978735ab1894354dd811f84953725cda5f33,3,3,True,2,False,False
validation,NYSEDREGENTS_2014_8_12,85f759505751a433f140ffe4828ee3bbbcccf3caf0df5f9456424860cfb9322e,0,3,False,0,True,False
validation,Mercury_7139790,67d89559aad879225a96f29580161948382a7f41fc7bfce9f0d296a30f245c60,2,3,False,2,True,False
validation,MCAS_2003_8_25,a31e9a3e7103df6f864f00cd7f3cf3aaaef9c87b98892cb37bd65d10725e262c,0,0,True,1,False,False
validation,Mercury_7003955,e3e2edd81fb51e217707e33062e0089ecadc1fd9d6607450d8122405501d03a6,2,0,False,3,False,False
validation,Mercury_176838,e25fa126dd106ec455cd5f1922409c01913191dab4854373ce604b4cc198c736,2,2,True,0,False,False
validation,Mercury_SC_407314,dbd46f8ece7c74261386e4490774cf82ba71973690f34f390960cf07d0008226,1,1,True,0,False,False
validation,Mercury_SC_400845,d5e1d461c122634e262eb699df0cedd1baff050e69866d50fdc5aceb6eae9ffb,1,1,True,1,True,True
validation,Mercury_7245193,9edd0505a69f5de73fa5ca6f1b60deffabce8c5b3a5c42a56cfc676435e6c730,2,2,True,2,True,True
validation,Mercury_7068863,ac9a658670a577f89fa4d662f75216a1831bedbddbabf66756a4e3042c3ce917,0,1,False,2,False,False
validation,NCEOGA_2013_8_38,aee0f7843b48c6f584dcf896b9b85a2c5a0c73e0c9fd068c12ed8b55bdc30b8e,0,0,True,2,False,False
validation,Mercury_7090720,aaa8543587dd69328e99fe0ec5e3f0f7b56d260edfbbf382b3ad714bc0d26f50,1,2,False,1,True,False
validation,MCAS_2006_9_35,98fc22a479cdc86fe932265cddbad8c59e9435efb653d5a2d1c543345e9beabc,3,0,False,0,False,True
validation,Mercury_7144795,eb65f69fd6161f789be223312ed58cd6b5d34c2cdf79b14c0481b0986233bc41,2,2,True,3,False,False
validation,Mercury_SC_LBS10915,51a3fbc4daebf6571a55b622e5599f6456b5f9437ec787974241133e1454832c,3,1,False,1,False,True
validation,MCAS_2009_8_5,9ba154efa866ecf134df574cd42e77197bb75aea689bf187e6d58efa62541633,3,3,True,3,True,True
validation,Mercury_7175455,38a31d937421168b0226b31c9b104ad0b96ac7aee2765f3764e7b745596c28cf,0,0,True,3,False,False
validation,Mercury_7100608,751ca0a025d2117bd5cee74940ab5de2c04c8d7bef425752543723076ce736b5,3,3,True,1,False,False
validation,Mercury_177398,49f9bbd4b42874e43a33e4e61f652d5cdb3cd3d7e97af66193efd7349ad05e54,3,3,True,1,False,False
validation,Mercury_SC_415491,5471c00ac811ae363eaf86662647faf3457dac0fb86425dfd979fbaa750ee0b2,0,3,False,2,False,False
validation,Mercury_SC_400047,a0f953e1a03d9ac5475dcba55586027b1b475a53a3958c7d0cab5ad91dd9571c,0,0,True,1,False,False
validation,Mercury_7218750,6340bd5c9e078d9897fa74d0e86e5af080d9a2f2a21552f80717f21ff850f6b6,0,2,False,2,False,True
validation,Mercury_7115395,a2dd4781c035a6eb04488892fe86f587def10b4219967e273c2b8c94b8943cb4,1,1,True,0,False,False
validation,Mercury_7205555,a6ec0a17a6d3c5738d1c513f6d4fb6e9a6984862c0b8c5112d564297acbddbc6,0,0,True,0,True,True
validation,Mercury_7093975,fc98e7e72d0c8526a16014783001ebf544035183221679ad3ed718b29598fcc5,3,3,True,3,True,True
validation,MCAS_2012_5_23632,35eedb3ba00a001b32b50909e5c6072aa50264029ea5c399a9d7598696a31433,2,2,True,2,True,True
validation,Mercury_7130883,09ee0a679755631f4e1669fd80bd349fd53eb3470e0c978a4364ba476f26225c,2,3,False,1,False,False
validation,Mercury_416648,746fc1efe626dff745e63c33373cef508ae724951e0eef9f0e598f7425541747,2,3,False,0,False,False
validation,Mercury_7006790,b8a2539c104727741d7cc61942efdfc3a9541a095d4fd9f0e951bf0789ac53f7,0,1,False,1,False,True
validation,Mercury_SC_401244,b808953d71e2e6d88e4e8c2936e63fff5535e127dd5dd93511e83487d7f5e59c,0,0,True,3,False,False
validation,Mercury_7141908,02a8e876192dd0dbe3009d752a51908cfda592ad286bbbcbb548a3663a7540b6,1,0,False,2,False,False
validation,Mercury_7186148,c9fcf87518da2e231611adf1e9453bfa8bd9e88ebe4fcac11d0c009110808cc7,1,1,True,1,True,True
validation,Mercury_7124338,ff4124d6ac087a9588c71bcf18b8437f403a9e18d3a21e2750289865fcb11649,3,3,True,3,True,True
validation,Mercury_184258,6fd3bd0749beb4daca8fd73812c43d2c723472c22b8c4f901a67e3578bc71a03,2,3,False,0,False,False
validation,Mercury_SC_400178,81811bcc34cf2fd2bdc8d819da8ed08e02f04ad882b48d8cce8a9b060c3aef4d,1,0,False,2,False,False
validation,Mercury_7007875,e8f8d0c8be8a1478aeaadee0fe40b704c710956d289e3182d5e67c61dffa7264,1,1,True,1,True,True
validation,Mercury_7221865,04a4cf62b5f402225bf5ad26f91cfcd071687480b593b0550caa7657aa15f865,3,3,True,2,False,False
validation,Mercury_7269238,2d6042d3a5ba023166a875235f832ec2bf7a2d4f3ca4649cdb83462cf16d09b2,0,0,True,3,False,False
validation,NCEOGA_2013_8_40,5f863e9e1591d5c292f82392bc8a9f88456b4248d13d822356774ad0e9691452,3,3,True,2,False,False
validation,Mercury_SC_415735,ab92bbf27f586edf7fe0d24161755498848955c249ed362a32365c9e2a957f68,1,1,True,2,False,False
validation,Mercury_7115273,2e60be3f87915d4af8faa4444f3a8d5107803759f322dbf74a7a7438bf847d00,3,2,False,2,False,True
validation,Mercury_7233660,68ebb99bbec6838df66f82cb9d671863f4b6496502edc6aa5f5917892c2525e9,2,2,True,2,True,True
validation,Mercury_7026198,35699f3d0dcfaa254fb7c04a4a6c7d0e9d045e367103f7068b7f5b83c9a36ff4,0,3,False,0,True,False
validation,Mercury_7044100,8fdcf0d2208bd2e9c0c700ac3e7b1b93a88fc6aa1e1b903238ced70f053e2729,0,0,True,2,False,False
validation,Mercury_SC_408859,bb016fe8f38edac380c1e0867ebce323648a4f41d77bf478b1482058ece1dcd6,1,1,True,0,False,False
validation,LEAP_2012_8_10441,9c51eec239410f77b1cdce1eb221341230332f63371247de6698835f879f0bdd,2,2,True,2,True,True
validation,Mercury_7220378,121542463e6954d41586d45b8b296a99f6b8285bea2e6b3e45c48802da6b8bd3,0,0,True,2,False,False
